index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
939,1.0,0.02,0.47,0.01,0.04,0.0,0.25
166,0.0,0.11,0.5,0.08,0.05,0.1,0.02
634,0.0,0.24,0.5,0.24,0.27,0.0,0.8
43,0.0,0.18,0.49,0.09,0.07,0.2,0.5
908,0.0,0.07,0.49,0.1,0.02,0.0,0.09
834,0.0,0.11,0.48,0.04,0.07,0.0,0.55
295,0.0,0.1,0.49,0.05,0.14,0.0,0.06
1003,0.0,0.13,0.49,0.09,0.29,0.3,0.98
353,0.0,0.09,0.49,0.06,0.11,0.2,0.02
1262,1.0,0.4,0.51,0.79,0.63,0.1,0.99
299,0.0,0.08,0.48,0.01,0.02,0.0,0.0
1287,0.0,0.13,0.48,0.12,0.05,0.2,0.0
1273,1.0,0.55,0.5,0.5,0.25,0.2,0.9
1413,0.0,0.24,0.48,0.24,0.22,0.0,0.49
436,1.0,0.19,0.49,0.17,0.25,0.1,0.38
298,0.0,0.22,0.48,0.06,0.09,0.0,0.78
822,0.0,0.09,0.48,0.07,0.08,0.0,0.04
1076,0.0,0.06,0.46,0.01,0.0,0.0,0.0
1012,1.0,0.74,0.51,0.67,0.63,0.9,1.0
776,1.0,0.59,0.51,0.81,0.69,0.6,1.0
1466,0.0,0.1,0.47,0.01,0.01,0.0,0.0
1377,0.0,0.01,0.46,0.0,0.0,0.0,0.0
1051,0.0,0.27,0.5,0.46,0.26,0.2,0.96
1381,0.0,0.17,0.48,0.09,0.06,0.2,0.04
875,0.0,0.17,0.46,0.02,0.04,0.5,0.0
631,0.0,0.25,0.48,0.17,0.18,0.2,0.89
1396,1.0,0.36,0.51,0.83,0.81,0.4,0.94
385,1.0,0.65,0.51,0.77,0.74,0.5,1.0
1282,0.0,0.06,0.48,0.05,0.06,0.1,0.04
979,0.0,0.11,0.49,0.09,0.29,0.3,0.19
417,0.0,0.04,0.46,0.0,0.0,0.1,0.0
900,0.0,0.08,0.48,0.03,0.07,0.1,0.74
1138,0.0,0.06,0.49,0.14,0.2,0.0,0.0
68,0.0,0.11,0.49,0.06,0.21,0.5,0.75
398,0.0,0.12,0.48,0.14,0.23,0.2,0.0
777,1.0,0.53,0.5,0.69,0.47,0.4,0.98
971,0.0,0.11,0.48,0.04,0.05,0.0,0.0
897,0.0,0.14,0.33,0.12,0.03,0.1,0.58
373,0.0,0.11,0.48,0.02,0.04,0.3,0.24
33,1.0,0.21,0.48,0.01,0.02,0.0,1.0
945,0.0,0.18,0.48,0.11,0.08,0.1,0.0
1127,0.0,0.11,0.48,0.05,0.04,0.0,0.84
376,0.0,0.1,0.49,0.02,0.01,0.0,0.04
419,0.0,0.17,0.49,0.05,0.04,0.2,0.03
765,0.0,0.11,0.48,0.02,0.08,0.2,0.28
610,0.0,0.09,0.48,0.05,0.04,0.1,0.0
869,0.0,0.06,0.47,0.04,0.01,0.1,0.0
838,1.0,0.22,0.49,0.51,0.71,0.1,0.02
1301,0.0,0.15,0.47,0.03,0.02,0.0,0.0
484,0.0,0.03,0.48,0.03,0.01,0.0,0.02
1208,0.0,0.02,0.46,0.0,0.01,0.0,0.01
5,0.0,0.13,0.48,0.06,0.1,0.3,0.87
1358,0.0,0.06,0.48,0.05,0.08,0.1,0.27
1177,0.0,0.07,0.47,0.02,0.0,0.0,0.0
102,1.0,0.55,0.5,0.49,0.57,0.4,1.0
1245,0.0,0.27,0.49,0.24,0.16,0.3,0.98
1373,0.0,0.18,0.48,0.03,0.04,0.1,0.02
581,0.0,0.13,0.48,0.04,0.06,0.1,0.77
1156,0.0,0.08,0.48,0.05,0.03,0.1,0.0
1045,0.0,0.04,0.48,0.01,0.01,0.0,0.05
714,0.0,0.03,0.46,0.0,0.0,0.0,0.0
740,0.0,0.06,0.48,0.04,0.09,0.3,0.19
542,0.0,0.18,0.5,0.21,0.09,0.0,0.01
330,0.0,0.09,0.49,0.02,0.06,0.0,0.3
1100,0.0,0.19,0.48,0.15,0.21,0.2,1.0
1125,0.0,0.09,0.48,0.02,0.02,0.0,0.0
464,0.0,0.06,0.49,0.01,0.03,0.0,0.01
571,0.0,0.24,0.5,0.28,0.42,0.1,0.95
1214,0.0,0.07,0.48,0.03,0.01,0.1,0.0
1066,0.0,0.16,0.49,0.1,0.15,0.2,0.55
366,1.0,0.13,0.49,0.21,0.25,0.0,0.92
160,0.0,0.1,0.48,0.02,0.02,0.0,0.19
970,0.0,0.2,0.49,0.19,0.09,0.2,1.0
756,0.0,0.22,0.49,0.47,0.34,0.0,0.04
462,0.0,0.1,0.48,0.04,0.05,0.2,0.39
791,1.0,0.28,0.5,0.38,0.41,0.1,0.97
748,1.0,0.37,0.5,0.35,0.59,0.2,0.57
12,0.0,0.08,0.48,0.1,0.2,0.0,0.27
1231,0.0,0.03,0.49,0.03,0.02,0.0,0.0
