index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
1196,0.0,0.03,0.45,0.03,0.02,0.13,0.0
4235,0.0,0.12,0.47,0.12,0.08,0.09,0.0
643,0.0,0.12,0.48,0.19,0.21,0.26,0.4
4538,1.0,0.57,0.5,0.57,0.55,0.39,0.87
864,1.0,0.5,0.5,0.49,0.67,0.57,0.98
211,0.0,0.59,0.51,0.62,0.44,0.43,0.83
345,0.0,0.78,0.52,0.85,0.74,0.87,1.0
1333,0.0,0.05,0.46,0.06,0.06,0.13,0.0
5230,0.0,0.13,0.46,0.05,0.05,0.09,0.0
3853,0.0,0.32,0.49,0.25,0.25,0.43,0.76
2550,0.0,0.01,0.43,0.01,0.01,0.0,0.0
5871,1.0,0.14,0.48,0.16,0.22,0.17,0.59
1767,0.0,0.03,0.45,0.05,0.05,0.04,0.0
531,0.0,0.0,0.43,0.0,0.01,0.0,0.0
2343,0.0,0.5,0.5,0.41,0.44,0.35,0.95
36,1.0,0.58,0.51,0.65,0.63,0.61,0.99
2634,1.0,0.64,0.52,0.8,0.64,0.43,0.91
2785,0.0,0.21,0.47,0.13,0.19,0.09,0.0
1826,0.0,0.37,0.49,0.31,0.28,0.48,0.62
1331,0.0,0.64,0.51,0.62,0.54,0.43,0.93
3848,0.0,0.4,0.49,0.45,0.34,0.26,0.86
5563,0.0,0.17,0.48,0.16,0.19,0.17,0.08
5850,1.0,0.31,0.49,0.27,0.47,0.35,0.99
3786,0.0,0.44,0.49,0.36,0.45,0.7,0.73
1746,0.0,0.05,0.44,0.05,0.04,0.04,0.0
133,1.0,0.75,0.51,0.75,0.59,0.57,0.95
31,0.0,0.76,0.52,0.86,0.79,0.78,0.99
5917,0.0,0.14,0.48,0.21,0.25,0.39,0.2
1498,1.0,0.57,0.5,0.61,0.58,0.7,1.0
1772,1.0,0.73,0.51,0.79,0.63,0.78,0.98
3486,0.0,0.13,0.47,0.14,0.13,0.22,0.01
1466,0.0,0.3,0.48,0.26,0.23,0.35,0.33
2963,0.0,0.03,0.45,0.03,0.06,0.0,0.0
2805,0.0,0.03,0.43,0.01,0.01,0.04,0.0
6732,0.0,0.49,0.49,0.4,0.52,0.3,0.93
6455,0.0,0.32,0.49,0.28,0.22,0.35,0.44
3575,0.0,0.28,0.48,0.24,0.18,0.35,0.23
3056,0.0,0.05,0.45,0.03,0.03,0.0,0.0
2505,0.0,0.02,0.45,0.03,0.04,0.04,0.0
1249,1.0,0.42,0.5,0.46,0.37,0.39,0.93
3644,0.0,0.01,0.44,0.01,0.02,0.0,0.0
6747,0.0,0.06,0.46,0.05,0.05,0.0,0.0
2671,0.0,0.31,0.49,0.3,0.21,0.26,0.13
2871,1.0,0.62,0.5,0.65,0.69,0.61,0.98
200,0.0,0.25,0.47,0.2,0.26,0.26,0.03
6412,0.0,0.03,0.44,0.04,0.03,0.04,0.0
1774,0.0,0.4,0.5,0.45,0.31,0.35,0.36
989,0.0,0.01,0.45,0.02,0.03,0.0,0.0
4638,1.0,0.74,0.51,0.85,0.71,0.57,0.99
818,1.0,0.44,0.5,0.53,0.6,0.22,0.47
2261,0.0,0.16,0.48,0.2,0.17,0.22,0.78
1113,1.0,0.37,0.49,0.36,0.41,0.39,0.89
7017,0.0,0.01,0.43,0.01,0.01,0.0,0.0
3231,0.0,0.27,0.48,0.19,0.22,0.26,0.04
4711,0.0,0.01,0.45,0.02,0.04,0.0,0.0
3252,0.0,0.1,0.46,0.09,0.12,0.09,0.01
777,1.0,0.73,0.51,0.83,0.7,0.57,0.99
4407,0.0,0.07,0.47,0.07,0.15,0.09,0.01
948,1.0,0.64,0.51,0.67,0.63,0.74,0.99
6029,0.0,0.46,0.5,0.48,0.52,0.13,0.47
361,0.0,0.15,0.47,0.12,0.12,0.13,0.0
4109,1.0,0.62,0.5,0.7,0.52,0.35,0.94
3021,0.0,0.15,0.48,0.16,0.18,0.17,0.07
4213,1.0,0.35,0.49,0.26,0.3,0.26,0.71
5144,0.0,0.58,0.5,0.6,0.56,0.7,0.96
6244,0.0,0.55,0.5,0.65,0.46,0.48,0.94
5175,0.0,0.01,0.45,0.02,0.07,0.0,0.0
1909,0.0,0.01,0.46,0.04,0.08,0.04,0.0
4918,0.0,0.01,0.43,0.01,0.01,0.0,0.0
4275,0.0,0.29,0.49,0.34,0.32,0.09,0.3
2345,0.0,0.16,0.48,0.21,0.19,0.22,0.02
2134,0.0,0.39,0.49,0.27,0.2,0.39,0.08
354,1.0,0.36,0.49,0.29,0.4,0.43,0.93
3380,1.0,0.85,0.53,0.92,0.84,0.74,1.0
4037,0.0,0.01,0.43,0.01,0.01,0.0,0.0
4689,0.0,0.2,0.48,0.35,0.19,0.26,0.09
3934,0.0,0.06,0.46,0.07,0.11,0.09,0.0
6935,0.0,0.06,0.47,0.08,0.07,0.09,0.0
6703,1.0,0.74,0.51,0.79,0.65,0.57,0.96
2322,0.0,0.01,0.43,0.01,0.01,0.0,0.0
983,1.0,0.82,0.52,0.86,0.77,0.74,0.99
2235,0.0,0.04,0.47,0.1,0.09,0.17,0.0
2403,0.0,0.08,0.46,0.04,0.03,0.04,0.0
5982,0.0,0.01,0.46,0.05,0.08,0.0,0.0
4298,0.0,0.29,0.49,0.23,0.31,0.43,0.92
114,0.0,0.09,0.45,0.04,0.03,0.09,0.0
1291,1.0,0.34,0.49,0.4,0.42,0.3,0.71
2725,0.0,0.53,0.5,0.62,0.43,0.43,0.83
5890,0.0,0.03,0.45,0.02,0.02,0.0,0.0
938,0.0,0.19,0.48,0.19,0.14,0.17,0.0
2549,0.0,0.21,0.48,0.27,0.2,0.35,0.07
2073,0.0,0.11,0.47,0.1,0.14,0.13,0.06
4945,0.0,0.0,0.44,0.01,0.03,0.0,0.0
4891,0.0,0.44,0.5,0.42,0.45,0.35,0.81
1409,0.0,0.41,0.49,0.34,0.39,0.35,0.33
189,0.0,0.14,0.48,0.13,0.15,0.17,0.44
4914,0.0,0.03,0.43,0.01,0.01,0.04,0.0
1976,1.0,0.87,0.53,0.89,0.84,0.74,1.0
4172,0.0,0.35,0.49,0.27,0.2,0.35,0.08
5435,0.0,0.1,0.47,0.1,0.1,0.17,0.0
3682,1.0,0.77,0.51,0.78,0.65,0.61,0.99
5209,0.0,0.08,0.44,0.05,0.04,0.13,0.0
3953,1.0,0.53,0.5,0.54,0.58,0.39,0.99
6025,0.0,0.15,0.48,0.12,0.1,0.26,0.19
4105,0.0,0.15,0.46,0.05,0.04,0.22,0.0
945,1.0,0.73,0.51,0.62,0.59,0.74,0.95
118,0.0,0.0,0.43,0.01,0.02,0.0,0.0
6847,0.0,0.25,0.48,0.13,0.28,0.48,0.5
4992,0.0,0.25,0.48,0.19,0.16,0.17,0.24
4717,0.0,0.29,0.48,0.28,0.24,0.22,0.01
4960,1.0,0.6,0.5,0.6,0.52,0.65,0.99
1376,1.0,0.31,0.49,0.34,0.38,0.57,0.6
2213,0.0,0.02,0.44,0.02,0.04,0.0,0.0
4194,0.0,0.02,0.43,0.01,0.01,0.04,0.0
4066,0.0,0.04,0.46,0.03,0.03,0.0,0.0
3932,1.0,0.79,0.52,0.87,0.74,0.43,1.0
2509,0.0,0.02,0.42,0.01,0.01,0.0,0.0
5748,0.0,0.51,0.5,0.54,0.66,0.61,0.96
5598,0.0,0.02,0.45,0.02,0.02,0.04,0.0
4526,0.0,0.38,0.49,0.4,0.44,0.52,0.91
1342,0.0,0.01,0.44,0.02,0.05,0.0,0.0
4506,0.0,0.05,0.44,0.02,0.02,0.26,0.0
5200,0.0,0.21,0.49,0.23,0.16,0.35,0.01
3567,1.0,0.44,0.49,0.38,0.47,0.3,0.32
74,0.0,0.21,0.48,0.24,0.25,0.0,0.07
4302,0.0,0.13,0.47,0.1,0.12,0.22,0.05
1417,0.0,0.23,0.48,0.19,0.33,0.61,0.99
5062,1.0,0.23,0.48,0.19,0.21,0.09,0.05
6454,0.0,0.25,0.49,0.28,0.31,0.26,0.81
285,0.0,0.17,0.48,0.24,0.38,0.43,0.86
2791,0.0,0.06,0.46,0.04,0.03,0.09,0.0
1317,0.0,0.16,0.48,0.16,0.23,0.09,0.11
287,1.0,0.72,0.51,0.72,0.58,0.7,0.96
6976,0.0,0.02,0.45,0.02,0.02,0.0,0.0
5994,1.0,0.36,0.5,0.52,0.43,0.26,0.62
3473,1.0,0.44,0.5,0.48,0.42,0.43,0.22
2811,0.0,0.0,0.43,0.01,0.02,0.0,0.0
6150,0.0,0.4,0.49,0.35,0.46,0.74,0.94
5761,0.0,0.03,0.44,0.01,0.02,0.04,0.0
2728,0.0,0.12,0.46,0.08,0.17,0.17,0.01
6015,0.0,0.52,0.5,0.61,0.55,0.48,0.95
5499,1.0,0.58,0.51,0.67,0.66,0.61,1.0
4589,0.0,0.01,0.44,0.02,0.04,0.0,0.0
6918,1.0,0.34,0.48,0.24,0.21,0.17,0.01
852,0.0,0.18,0.48,0.27,0.24,0.09,0.1
109,0.0,0.01,0.42,0.0,0.0,0.0,0.0
6270,0.0,0.0,0.43,0.01,0.02,0.0,0.0
5883,0.0,0.1,0.47,0.1,0.2,0.26,0.18
3066,0.0,0.62,0.5,0.56,0.67,0.57,0.99
6287,1.0,0.55,0.5,0.47,0.58,0.7,0.99
1870,0.0,0.53,0.51,0.57,0.45,0.61,0.98
3210,0.0,0.04,0.45,0.02,0.02,0.04,0.0
3523,0.0,0.03,0.44,0.03,0.03,0.0,0.0
1149,1.0,0.55,0.5,0.55,0.68,0.65,0.78
2704,0.0,0.07,0.46,0.06,0.05,0.22,0.0
1491,0.0,0.35,0.49,0.27,0.2,0.35,0.08
803,0.0,0.06,0.45,0.02,0.04,0.09,0.0
3924,1.0,0.22,0.48,0.21,0.23,0.52,0.16
450,0.0,0.03,0.45,0.01,0.02,0.04,0.0
5338,0.0,0.06,0.45,0.03,0.04,0.0,0.0
1251,1.0,0.63,0.52,0.74,0.56,0.39,0.95
2770,1.0,0.53,0.5,0.66,0.67,0.57,0.91
5756,0.0,0.01,0.43,0.01,0.01,0.0,0.0
905,1.0,0.8,0.52,0.79,0.8,0.78,1.0
5178,0.0,0.18,0.48,0.33,0.18,0.09,0.0
1054,1.0,0.5,0.5,0.49,0.53,0.43,0.85
6860,1.0,0.46,0.5,0.51,0.5,0.43,0.7
1173,1.0,0.37,0.49,0.43,0.25,0.3,0.23
1346,1.0,0.58,0.5,0.6,0.62,0.43,0.84
4830,0.0,0.07,0.46,0.06,0.03,0.17,0.0
4846,0.0,0.43,0.49,0.38,0.49,0.57,0.93
1524,0.0,0.25,0.49,0.29,0.26,0.26,0.12
1347,0.0,0.01,0.44,0.02,0.05,0.0,0.0
5314,0.0,0.01,0.44,0.01,0.01,0.0,0.0
3335,0.0,0.12,0.47,0.14,0.18,0.13,0.09
1815,0.0,0.0,0.42,0.0,0.01,0.0,0.0
6741,1.0,0.67,0.51,0.66,0.7,0.57,0.98
2909,0.0,0.12,0.46,0.06,0.05,0.26,0.02
6544,1.0,0.48,0.5,0.57,0.53,0.43,0.93
1962,0.0,0.22,0.48,0.24,0.34,0.09,0.15
5059,1.0,0.53,0.5,0.6,0.55,0.61,0.95
1552,0.0,0.06,0.46,0.04,0.06,0.13,0.0
3666,1.0,0.42,0.49,0.38,0.33,0.48,0.44
4546,1.0,0.53,0.5,0.55,0.57,0.48,0.73
4987,0.0,0.0,0.43,0.01,0.01,0.0,0.0
4802,0.0,0.12,0.47,0.09,0.12,0.22,0.14
3678,0.0,0.17,0.49,0.29,0.22,0.3,0.01
5771,0.0,0.11,0.47,0.08,0.15,0.04,0.06
654,1.0,0.16,0.48,0.17,0.19,0.3,0.37
1644,1.0,0.35,0.49,0.39,0.49,0.3,0.46
5560,0.0,0.16,0.48,0.12,0.13,0.22,0.02
3660,0.0,0.17,0.48,0.17,0.24,0.26,0.06
6217,0.0,0.06,0.47,0.06,0.07,0.09,0.0
2277,1.0,0.28,0.5,0.4,0.25,0.26,0.14
5557,0.0,0.69,0.51,0.65,0.61,0.87,0.98
5019,0.0,0.73,0.51,0.77,0.78,0.83,1.0
6749,0.0,0.05,0.46,0.03,0.02,0.0,0.0
4592,0.0,0.03,0.45,0.03,0.05,0.04,0.0
1235,0.0,0.2,0.48,0.18,0.16,0.3,0.06
3201,0.0,0.07,0.46,0.06,0.06,0.13,0.0
5914,0.0,0.11,0.47,0.09,0.09,0.22,0.02
6382,0.0,0.08,0.46,0.06,0.04,0.04,0.0
940,0.0,0.04,0.45,0.02,0.04,0.09,0.0
3993,0.0,0.05,0.44,0.01,0.01,0.04,0.0
925,0.0,0.15,0.47,0.09,0.08,0.22,0.0
362,0.0,0.05,0.46,0.05,0.04,0.13,0.01
5090,1.0,0.46,0.5,0.56,0.66,0.35,0.95
3430,0.0,0.13,0.47,0.15,0.08,0.17,0.0
6953,1.0,0.68,0.51,0.71,0.72,0.83,1.0
2778,0.0,0.21,0.48,0.29,0.4,0.35,0.77
930,0.0,0.42,0.49,0.4,0.41,0.48,0.82
3705,0.0,0.03,0.44,0.01,0.01,0.0,0.0
3784,1.0,0.61,0.51,0.64,0.64,0.74,0.99
6651,0.0,0.11,0.47,0.05,0.13,0.04,0.07
1231,0.0,0.11,0.47,0.08,0.19,0.13,0.29
4410,0.0,0.5,0.5,0.59,0.62,0.39,0.85
5351,1.0,0.31,0.49,0.32,0.47,0.52,0.47
6009,1.0,0.52,0.5,0.69,0.47,0.48,0.9
1971,0.0,0.03,0.45,0.04,0.08,0.0,0.01
1587,0.0,0.01,0.44,0.01,0.01,0.0,0.0
5460,0.0,0.01,0.43,0.01,0.02,0.0,0.0
5898,0.0,0.02,0.45,0.02,0.04,0.0,0.0
4000,0.0,0.6,0.51,0.67,0.6,0.65,0.99
2589,1.0,0.74,0.51,0.79,0.75,0.7,1.0
7030,0.0,0.21,0.48,0.34,0.26,0.3,0.22
5960,0.0,0.28,0.48,0.17,0.16,0.3,0.65
1454,0.0,0.08,0.46,0.05,0.11,0.17,0.01
6347,0.0,0.42,0.49,0.34,0.51,0.52,0.94
1197,0.0,0.16,0.47,0.14,0.17,0.09,0.07
1351,0.0,0.11,0.47,0.13,0.17,0.17,0.02
1993,1.0,0.53,0.51,0.64,0.4,0.3,0.83
2468,1.0,0.53,0.5,0.63,0.61,0.35,0.81
3220,0.0,0.04,0.45,0.01,0.01,0.13,0.0
3775,1.0,0.62,0.51,0.67,0.58,0.65,0.99
2667,0.0,0.03,0.44,0.03,0.03,0.09,0.0
4719,1.0,0.52,0.5,0.47,0.51,0.65,0.98
5980,0.0,0.17,0.47,0.12,0.11,0.26,0.01
6632,1.0,0.08,0.47,0.08,0.09,0.04,0.03
2804,1.0,0.19,0.47,0.16,0.21,0.17,0.04
1965,1.0,0.17,0.47,0.13,0.18,0.17,0.51
317,1.0,0.11,0.46,0.05,0.05,0.09,0.0
1683,0.0,0.01,0.43,0.01,0.02,0.0,0.0
5424,0.0,0.11,0.46,0.05,0.07,0.0,0.0
560,0.0,0.29,0.49,0.3,0.2,0.22,0.03
2148,0.0,0.1,0.47,0.09,0.15,0.04,0.01
1040,1.0,0.51,0.5,0.51,0.64,0.43,0.99
1145,0.0,0.33,0.48,0.25,0.3,0.22,0.54
4146,1.0,0.5,0.5,0.45,0.45,0.39,0.97
68,0.0,0.0,0.43,0.01,0.01,0.0,0.0
1530,1.0,0.53,0.5,0.6,0.49,0.39,0.16
2957,0.0,0.65,0.51,0.63,0.69,0.52,0.99
6214,0.0,0.01,0.43,0.01,0.02,0.04,0.0
865,1.0,0.52,0.5,0.53,0.57,0.17,0.8
3364,1.0,0.56,0.5,0.54,0.59,0.26,0.68
3072,0.0,0.05,0.47,0.06,0.03,0.09,0.0
1076,0.0,0.02,0.45,0.03,0.03,0.0,0.0
2057,1.0,0.19,0.49,0.29,0.29,0.3,0.27
4032,0.0,0.41,0.49,0.31,0.21,0.3,0.48
4884,0.0,0.39,0.5,0.39,0.4,0.3,0.29
2540,0.0,0.08,0.46,0.05,0.04,0.09,0.0
1795,1.0,0.4,0.49,0.29,0.57,0.39,0.86
4350,0.0,0.16,0.48,0.15,0.2,0.22,0.85
259,0.0,0.39,0.48,0.25,0.33,0.52,0.66
