index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
2963,0.0,0.02,0.43,0.03,0.05,0.0,0.0
6575,0.0,0.21,0.47,0.1,0.18,0.29,0.96
1005,0.0,0.22,0.48,0.25,0.28,0.42,0.98
1366,1.0,0.69,0.51,0.77,0.74,0.71,1.0
2952,0.0,0.11,0.45,0.06,0.09,0.17,0.0
4970,0.0,0.32,0.47,0.16,0.3,0.29,0.57
3774,0.0,0.15,0.47,0.17,0.15,0.29,0.52
91,0.0,0.52,0.52,0.67,0.61,0.71,1.0
5339,0.0,0.47,0.49,0.46,0.48,0.54,1.0
1602,1.0,0.55,0.5,0.44,0.61,0.75,1.0
6869,1.0,0.09,0.44,0.05,0.04,0.08,0.0
6561,0.0,0.56,0.51,0.58,0.63,0.54,1.0
6297,0.0,0.23,0.46,0.15,0.09,0.33,0.0
2419,0.0,0.12,0.45,0.1,0.13,0.12,0.02
2135,0.0,0.31,0.49,0.39,0.27,0.38,0.99
1999,1.0,0.56,0.5,0.53,0.59,0.58,1.0
3281,0.0,0.19,0.46,0.08,0.15,0.29,0.0
5364,1.0,0.46,0.5,0.45,0.6,0.54,1.0
6213,0.0,0.0,0.42,0.01,0.03,0.0,0.0
717,0.0,0.48,0.49,0.45,0.52,0.5,1.0
1371,1.0,0.83,0.53,0.84,0.79,0.79,1.0
4542,0.0,0.38,0.49,0.32,0.39,0.67,1.0
2037,0.0,0.76,0.52,0.76,0.66,0.88,1.0
3183,1.0,0.54,0.5,0.68,0.59,0.58,1.0
1852,1.0,0.53,0.5,0.54,0.32,0.58,1.0
5763,0.0,0.66,0.51,0.66,0.69,0.62,1.0
5779,1.0,0.14,0.46,0.2,0.18,0.21,0.15
3646,0.0,0.13,0.47,0.12,0.15,0.17,0.76
1340,0.0,0.07,0.46,0.12,0.09,0.04,0.0
2229,0.0,0.64,0.51,0.56,0.6,0.67,1.0
2671,0.0,0.41,0.49,0.39,0.25,0.5,1.0
308,0.0,0.49,0.5,0.52,0.5,0.54,1.0
991,0.0,0.03,0.42,0.01,0.01,0.04,0.0
5235,0.0,0.45,0.5,0.58,0.62,0.62,1.0
3114,0.0,0.36,0.49,0.37,0.38,0.29,0.98
1850,0.0,0.18,0.47,0.07,0.11,0.38,0.93
1179,0.0,0.41,0.5,0.43,0.42,0.42,1.0
5705,0.0,0.37,0.48,0.27,0.18,0.46,0.0
6759,0.0,0.21,0.47,0.14,0.19,0.29,0.35
3083,0.0,0.01,0.43,0.01,0.02,0.0,0.0
1996,0.0,0.01,0.42,0.01,0.01,0.0,0.0
4280,0.0,0.02,0.41,0.01,0.01,0.0,0.0
682,0.0,0.29,0.48,0.22,0.29,0.25,0.92
4770,0.0,0.07,0.44,0.04,0.07,0.08,0.0
4528,0.0,0.35,0.49,0.2,0.3,0.42,1.0
2822,1.0,0.09,0.46,0.05,0.07,0.04,0.0
6658,1.0,0.64,0.5,0.49,0.57,0.79,1.0
6609,1.0,0.48,0.49,0.36,0.23,0.33,0.0
6214,0.0,0.0,0.41,0.01,0.01,0.04,0.0
5946,1.0,0.07,0.44,0.04,0.04,0.12,0.0
1013,0.0,0.4,0.51,0.56,0.4,0.42,1.0
1419,0.0,0.03,0.41,0.01,0.01,0.0,0.0
2051,0.0,0.01,0.41,0.01,0.0,0.0,0.0
5756,0.0,0.01,0.41,0.01,0.01,0.0,0.0
74,0.0,0.26,0.48,0.29,0.28,0.21,0.77
6660,1.0,0.8,0.53,0.74,0.69,0.79,1.0
4323,1.0,0.2,0.48,0.29,0.37,0.54,1.0
5211,1.0,0.75,0.51,0.76,0.76,0.79,1.0
130,0.0,0.7,0.51,0.74,0.74,0.83,1.0
4394,0.0,0.23,0.48,0.19,0.27,0.25,1.0
5507,0.0,0.07,0.44,0.08,0.09,0.17,0.02
4609,0.0,0.11,0.45,0.08,0.11,0.12,0.04
6822,1.0,0.43,0.49,0.43,0.46,0.42,1.0
4054,0.0,0.36,0.49,0.4,0.48,0.42,1.0
3487,0.0,0.0,0.41,0.01,0.01,0.0,0.0
4561,0.0,0.18,0.49,0.32,0.35,0.17,1.0
1456,1.0,0.65,0.51,0.76,0.74,0.54,1.0
6475,0.0,0.15,0.47,0.07,0.2,0.25,0.47
6955,0.0,0.48,0.49,0.4,0.4,0.58,1.0
958,0.0,0.11,0.46,0.09,0.16,0.12,0.12
2749,0.0,0.11,0.46,0.14,0.14,0.08,0.03
1832,1.0,0.35,0.49,0.32,0.31,0.38,1.0
3111,1.0,0.11,0.45,0.1,0.08,0.21,0.0
3469,0.0,0.68,0.51,0.71,0.76,0.71,1.0
2763,0.0,0.22,0.47,0.17,0.09,0.21,0.99
556,0.0,0.3,0.48,0.37,0.2,0.38,0.0
6707,0.0,0.01,0.4,0.01,0.01,0.0,0.0
5337,0.0,0.19,0.47,0.09,0.16,0.33,1.0
3663,0.0,0.67,0.51,0.65,0.7,0.75,1.0
1444,0.0,0.17,0.45,0.09,0.09,0.12,0.0
4860,0.0,0.02,0.43,0.02,0.05,0.0,0.0
3389,0.0,0.71,0.52,0.7,0.62,0.58,1.0
290,1.0,0.61,0.5,0.59,0.63,0.75,1.0
4125,0.0,0.22,0.48,0.14,0.18,0.17,0.96
612,0.0,0.02,0.41,0.01,0.01,0.04,0.0
953,0.0,0.28,0.47,0.16,0.18,0.21,0.96
4802,0.0,0.11,0.46,0.09,0.13,0.21,0.95
1239,0.0,0.43,0.49,0.46,0.36,0.42,1.0
6430,0.0,0.13,0.46,0.07,0.1,0.17,0.0
2893,1.0,0.15,0.47,0.16,0.22,0.33,1.0
1723,0.0,0.01,0.42,0.02,0.04,0.0,0.0
5387,0.0,0.31,0.49,0.44,0.42,0.29,1.0
2888,1.0,0.75,0.53,0.8,0.7,0.75,1.0
5836,0.0,0.03,0.44,0.04,0.09,0.0,0.0
365,1.0,0.65,0.51,0.74,0.67,0.58,1.0
5515,0.0,0.01,0.42,0.01,0.03,0.0,0.0
5904,0.0,0.29,0.48,0.26,0.16,0.33,0.92
3764,0.0,0.09,0.45,0.07,0.14,0.04,0.0
6490,0.0,0.0,0.43,0.02,0.05,0.0,0.0
1119,0.0,0.01,0.42,0.03,0.01,0.0,0.0
6453,1.0,0.61,0.51,0.57,0.56,0.62,1.0
4687,1.0,0.35,0.5,0.48,0.56,0.5,1.0
2145,0.0,0.44,0.5,0.42,0.55,0.54,1.0
1699,0.0,0.01,0.43,0.03,0.04,0.0,0.0
5150,0.0,0.3,0.47,0.37,0.18,0.38,0.0
885,0.0,0.43,0.49,0.36,0.23,0.29,0.0
483,0.0,0.16,0.45,0.18,0.11,0.17,0.0
6009,1.0,0.54,0.51,0.57,0.48,0.46,1.0
3985,0.0,0.21,0.47,0.19,0.23,0.46,1.0
6670,0.0,0.13,0.47,0.13,0.11,0.21,0.0
344,0.0,0.01,0.43,0.04,0.03,0.0,0.0
5814,0.0,0.12,0.46,0.09,0.15,0.08,0.0
286,0.0,0.37,0.48,0.26,0.34,0.58,1.0
4018,0.0,0.17,0.46,0.11,0.16,0.12,0.01
1836,1.0,0.51,0.5,0.47,0.59,0.58,1.0
1926,1.0,0.56,0.5,0.48,0.46,0.5,1.0
51,1.0,0.54,0.5,0.55,0.52,0.54,1.0
2836,0.0,0.5,0.5,0.51,0.43,0.58,1.0
6864,1.0,0.68,0.5,0.49,0.56,0.79,1.0
669,0.0,0.01,0.43,0.03,0.02,0.04,0.0
1515,0.0,0.09,0.46,0.13,0.14,0.17,0.42
3204,0.0,0.01,0.43,0.04,0.04,0.0,0.0
2115,0.0,0.08,0.44,0.07,0.06,0.08,0.0
6650,0.0,0.13,0.46,0.08,0.16,0.17,0.0
3248,1.0,0.77,0.51,0.8,0.78,0.67,1.0
2490,0.0,0.14,0.45,0.1,0.11,0.38,0.0
4571,0.0,0.43,0.49,0.34,0.47,0.67,1.0
3939,1.0,0.81,0.53,0.77,0.67,0.83,1.0
6787,0.0,0.45,0.5,0.45,0.47,0.71,1.0
1826,0.0,0.39,0.49,0.27,0.29,0.5,1.0
5085,0.0,0.19,0.48,0.31,0.29,0.29,1.0
4838,0.0,0.19,0.47,0.18,0.11,0.17,0.0
3151,0.0,0.29,0.48,0.23,0.3,0.5,1.0
1973,0.0,0.03,0.41,0.03,0.02,0.04,0.0
6078,0.0,0.11,0.45,0.09,0.08,0.12,0.0
2048,1.0,0.45,0.5,0.54,0.65,0.67,1.0
4877,0.0,0.13,0.44,0.04,0.05,0.12,0.0
1647,1.0,0.52,0.5,0.52,0.56,0.62,1.0
2117,0.0,0.0,0.41,0.01,0.01,0.0,0.0
4478,0.0,0.48,0.5,0.53,0.55,0.5,1.0
2848,0.0,0.09,0.44,0.06,0.07,0.12,0.0
4527,1.0,0.15,0.45,0.09,0.11,0.33,0.0
1487,0.0,0.31,0.48,0.31,0.29,0.33,0.95
2618,0.0,0.01,0.44,0.04,0.06,0.0,0.0
1875,0.0,0.02,0.43,0.05,0.04,0.0,0.0
6786,1.0,0.26,0.47,0.13,0.2,0.25,0.99
2549,0.0,0.15,0.47,0.27,0.18,0.29,0.0
6199,1.0,0.46,0.49,0.39,0.46,0.67,1.0
4749,1.0,0.37,0.49,0.4,0.38,0.42,1.0
930,0.0,0.4,0.49,0.37,0.42,0.5,1.0
1025,0.0,0.1,0.44,0.04,0.05,0.04,0.0
2609,1.0,0.56,0.5,0.46,0.37,0.71,1.0
739,0.0,0.01,0.41,0.01,0.02,0.08,0.0
2253,0.0,0.06,0.4,0.01,0.01,0.08,0.0
492,1.0,0.44,0.51,0.68,0.6,0.58,1.0
892,0.0,0.42,0.49,0.4,0.45,0.46,1.0
3541,0.0,0.18,0.47,0.15,0.13,0.21,0.77
5774,0.0,0.21,0.49,0.35,0.36,0.25,0.99
4139,0.0,0.68,0.5,0.56,0.6,0.83,1.0
812,0.0,0.03,0.42,0.02,0.03,0.0,0.0
4668,0.0,0.35,0.49,0.5,0.33,0.33,0.99
3308,0.0,0.03,0.43,0.02,0.04,0.04,0.0
1878,0.0,0.13,0.47,0.2,0.21,0.04,0.0
2024,0.0,0.39,0.49,0.32,0.53,0.58,1.0
508,1.0,0.47,0.5,0.57,0.6,0.54,1.0
4057,0.0,0.0,0.39,0.01,0.01,0.0,0.0
6756,0.0,0.49,0.5,0.53,0.64,0.79,1.0
1154,0.0,0.01,0.42,0.01,0.02,0.0,0.0
1105,0.0,0.67,0.51,0.67,0.7,0.79,1.0
5644,1.0,0.7,0.52,0.69,0.62,0.62,1.0
1524,0.0,0.36,0.49,0.28,0.23,0.29,0.94
3600,1.0,0.34,0.49,0.37,0.31,0.38,1.0
3381,0.0,0.08,0.45,0.1,0.08,0.08,0.0
1100,0.0,0.12,0.47,0.16,0.22,0.12,0.0
437,0.0,0.01,0.43,0.04,0.03,0.04,0.0
5963,0.0,0.22,0.46,0.12,0.19,0.29,0.01
6839,1.0,0.78,0.52,0.78,0.8,0.83,1.0
5876,1.0,0.69,0.53,0.85,0.77,0.58,1.0
2201,0.0,0.2,0.44,0.06,0.07,0.08,0.0
5329,1.0,0.22,0.48,0.36,0.39,0.29,1.0
4433,0.0,0.73,0.52,0.74,0.74,0.67,1.0
4767,0.0,0.16,0.46,0.16,0.08,0.08,0.0
714,0.0,0.0,0.39,0.01,0.01,0.0,0.0
4711,0.0,0.0,0.43,0.02,0.04,0.0,0.0
6624,0.0,0.01,0.43,0.03,0.02,0.0,0.0
4464,1.0,0.29,0.48,0.26,0.38,0.33,1.0
6402,0.0,0.03,0.44,0.03,0.03,0.0,0.0
838,0.0,0.11,0.46,0.1,0.15,0.12,0.38
4824,0.0,0.22,0.46,0.17,0.15,0.25,0.71
4511,0.0,0.17,0.46,0.17,0.17,0.21,0.01
1707,0.0,0.63,0.51,0.66,0.66,0.75,1.0
5931,1.0,0.64,0.51,0.63,0.73,0.62,1.0
80,1.0,0.73,0.53,0.8,0.72,0.75,1.0
4383,0.0,0.1,0.44,0.04,0.02,0.08,0.0
2420,0.0,0.33,0.48,0.36,0.33,0.25,0.69
3360,1.0,0.6,0.51,0.58,0.66,0.75,1.0
4820,0.0,0.06,0.44,0.05,0.04,0.08,0.0
1394,0.0,0.42,0.47,0.19,0.16,0.21,0.03
6666,0.0,0.17,0.48,0.19,0.34,0.33,1.0
4372,0.0,0.39,0.48,0.45,0.2,0.17,0.0
607,0.0,0.08,0.44,0.06,0.03,0.08,0.0
5188,0.0,0.48,0.5,0.6,0.63,0.58,1.0
302,0.0,0.57,0.51,0.64,0.67,0.58,1.0
5040,0.0,0.34,0.49,0.28,0.37,0.38,0.99
1582,0.0,0.05,0.44,0.05,0.04,0.04,0.0
3376,0.0,0.4,0.48,0.38,0.19,0.25,0.0
3356,1.0,0.37,0.49,0.36,0.33,0.38,1.0
1404,0.0,0.01,0.42,0.01,0.03,0.04,0.0
3233,0.0,0.72,0.5,0.67,0.59,0.79,1.0
1612,1.0,0.17,0.47,0.1,0.08,0.17,0.28
5480,0.0,0.56,0.51,0.64,0.4,0.5,1.0
1322,0.0,0.17,0.46,0.17,0.19,0.21,0.0
3926,0.0,0.36,0.48,0.23,0.32,0.29,0.99
6366,0.0,0.02,0.43,0.01,0.02,0.0,0.0
1773,0.0,0.01,0.41,0.01,0.01,0.0,0.0
1626,0.0,0.13,0.46,0.09,0.16,0.12,0.85
2809,0.0,0.37,0.48,0.29,0.25,0.5,1.0
6196,0.0,0.09,0.45,0.07,0.05,0.12,0.0
4369,1.0,0.52,0.5,0.43,0.51,0.38,1.0
4370,0.0,0.15,0.45,0.06,0.1,0.21,0.0
2086,1.0,0.56,0.5,0.53,0.52,0.71,1.0
5219,0.0,0.36,0.48,0.23,0.18,0.38,0.0
5851,0.0,0.21,0.47,0.28,0.27,0.29,0.01
3555,1.0,0.6,0.5,0.62,0.68,0.62,1.0
5632,0.0,0.01,0.41,0.01,0.01,0.0,0.0
4596,0.0,0.16,0.48,0.22,0.44,0.38,0.96
5473,0.0,0.35,0.48,0.27,0.27,0.5,1.0
398,0.0,0.25,0.48,0.33,0.43,0.42,1.0
1681,0.0,0.01,0.39,0.01,0.01,0.0,0.0
5591,1.0,0.79,0.52,0.78,0.79,0.79,1.0
6661,0.0,0.06,0.41,0.02,0.02,0.04,0.0
1660,0.0,0.04,0.46,0.07,0.08,0.04,0.0
4186,0.0,0.14,0.46,0.11,0.1,0.21,0.0
464,0.0,0.01,0.43,0.05,0.05,0.04,0.0
6910,0.0,0.11,0.45,0.06,0.05,0.08,0.0
2602,0.0,0.41,0.47,0.19,0.15,0.21,0.02
388,0.0,0.36,0.49,0.25,0.4,0.5,1.0
3225,0.0,0.34,0.49,0.26,0.45,0.38,1.0
1420,0.0,0.51,0.5,0.44,0.4,0.62,1.0
5895,0.0,0.17,0.47,0.18,0.16,0.17,1.0
1619,0.0,0.02,0.42,0.01,0.01,0.04,0.0
4421,0.0,0.41,0.49,0.28,0.38,0.38,1.0
3478,0.0,0.14,0.46,0.18,0.28,0.21,0.54
1049,1.0,0.27,0.48,0.29,0.19,0.29,0.0
421,0.0,0.6,0.5,0.48,0.59,0.62,1.0
380,0.0,0.08,0.46,0.08,0.13,0.08,0.03
2147,0.0,0.19,0.46,0.08,0.15,0.21,0.0
2654,1.0,0.77,0.53,0.82,0.8,0.83,1.0
4355,0.0,0.4,0.49,0.39,0.44,0.46,1.0
2825,0.0,0.12,0.47,0.19,0.26,0.08,0.0
2713,0.0,0.4,0.49,0.31,0.23,0.29,0.0
946,0.0,0.14,0.47,0.18,0.17,0.17,0.0
936,0.0,0.08,0.46,0.19,0.11,0.08,0.0
807,0.0,0.2,0.44,0.08,0.04,0.25,0.0
3378,0.0,0.0,0.4,0.01,0.01,0.0,0.0
2197,0.0,0.19,0.47,0.12,0.09,0.12,1.0
2410,0.0,0.4,0.49,0.37,0.33,0.38,1.0
3533,0.0,0.03,0.44,0.06,0.11,0.0,0.0
2995,0.0,0.52,0.5,0.64,0.46,0.33,1.0
3039,0.0,0.02,0.41,0.02,0.02,0.12,0.0
5984,1.0,0.7,0.51,0.74,0.72,0.71,1.0
1212,0.0,0.6,0.51,0.56,0.65,0.71,1.0
1678,0.0,0.17,0.46,0.12,0.07,0.12,0.0
3513,0.0,0.13,0.46,0.07,0.12,0.17,0.0
491,0.0,0.37,0.5,0.63,0.53,0.29,1.0
4038,0.0,0.03,0.41,0.01,0.01,0.04,0.0
1889,0.0,0.34,0.48,0.32,0.37,0.38,1.0
6703,1.0,0.77,0.51,0.78,0.72,0.71,1.0
4630,0.0,0.13,0.47,0.06,0.16,0.21,0.91
599,0.0,0.01,0.41,0.01,0.01,0.0,0.0
5017,0.0,0.21,0.45,0.06,0.06,0.12,0.0
2308,0.0,0.17,0.45,0.15,0.07,0.21,0.0
5944,1.0,0.18,0.47,0.08,0.15,0.29,0.88
6685,0.0,0.14,0.47,0.12,0.12,0.17,1.0
4289,0.0,0.0,0.41,0.01,0.01,0.04,0.0
216,0.0,0.01,0.4,0.01,0.01,0.0,0.0
4019,1.0,0.68,0.51,0.76,0.76,0.71,1.0
6617,0.0,0.09,0.45,0.09,0.09,0.08,0.0
2980,0.0,0.02,0.39,0.01,0.01,0.0,0.0
4114,0.0,0.0,0.41,0.01,0.01,0.0,0.0
3046,0.0,0.19,0.47,0.2,0.17,0.17,0.04
3667,0.0,0.26,0.47,0.24,0.32,0.62,0.0
2310,0.0,0.0,0.41,0.02,0.02,0.0,0.0
6914,1.0,0.54,0.51,0.63,0.57,0.5,1.0
3103,1.0,0.43,0.49,0.5,0.34,0.25,0.0
870,0.0,0.04,0.43,0.06,0.03,0.08,0.0
5526,0.0,0.01,0.43,0.02,0.03,0.0,0.0
2034,0.0,0.07,0.44,0.06,0.04,0.04,0.0
1003,0.0,0.0,0.41,0.01,0.02,0.0,0.0
3782,0.0,0.58,0.51,0.69,0.7,0.67,1.0
6440,0.0,0.62,0.51,0.63,0.66,0.67,1.0
3522,0.0,0.01,0.43,0.03,0.03,0.0,0.0
444,0.0,0.49,0.49,0.41,0.42,0.75,1.0
154,0.0,0.13,0.46,0.08,0.13,0.17,0.0
4022,0.0,0.13,0.46,0.08,0.15,0.12,0.0
269,0.0,0.01,0.41,0.01,0.01,0.04,0.0
5792,1.0,0.4,0.49,0.37,0.45,0.62,1.0
1345,0.0,0.17,0.48,0.24,0.22,0.25,0.58
781,0.0,0.32,0.49,0.32,0.26,0.29,1.0
1398,0.0,0.32,0.49,0.37,0.42,0.46,1.0
6044,0.0,0.61,0.5,0.63,0.64,0.58,1.0
528,0.0,0.0,0.41,0.01,0.01,0.0,0.0
6712,0.0,0.48,0.49,0.38,0.42,0.5,1.0
5990,0.0,0.45,0.5,0.47,0.49,0.54,1.0
1746,0.0,0.03,0.43,0.05,0.04,0.04,0.0
6634,1.0,0.53,0.51,0.67,0.65,0.5,1.0
4088,1.0,0.55,0.51,0.59,0.65,0.67,1.0
5056,0.0,0.02,0.41,0.02,0.01,0.0,0.0
4417,1.0,0.71,0.52,0.7,0.57,0.54,1.0
6100,1.0,0.45,0.5,0.6,0.64,0.58,1.0
1092,0.0,0.03,0.41,0.01,0.01,0.08,0.0
3213,0.0,0.06,0.44,0.05,0.05,0.08,0.0
755,1.0,0.73,0.51,0.75,0.77,0.75,1.0
5435,0.0,0.11,0.46,0.08,0.11,0.12,0.01
3976,1.0,0.57,0.5,0.53,0.58,0.58,1.0
918,0.0,0.63,0.5,0.45,0.57,0.54,1.0
5706,1.0,0.74,0.53,0.74,0.68,0.71,1.0
2721,1.0,0.63,0.51,0.7,0.73,0.58,1.0
2874,0.0,0.0,0.41,0.01,0.01,0.0,0.0
2262,1.0,0.76,0.52,0.8,0.75,0.79,1.0
88,0.0,0.0,0.41,0.01,0.01,0.0,0.0
4377,0.0,0.42,0.49,0.38,0.5,0.62,1.0
4042,0.0,0.34,0.5,0.43,0.42,0.38,1.0
1800,0.0,0.47,0.51,0.64,0.41,0.46,1.0
368,0.0,0.17,0.47,0.22,0.14,0.29,0.32
2892,0.0,0.32,0.48,0.23,0.18,0.38,0.0
2237,0.0,0.19,0.45,0.11,0.17,0.21,0.0
