index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
5065,0.0,0.05,0.48,0.02,0.06,0.09,0.33
880,0.0,0.04,0.48,0.04,0.03,0.0,0.43
1334,0.0,0.07,0.49,0.07,0.06,0.04,0.7
821,0.0,0.06,0.48,0.07,0.04,0.04,0.59
125,0.0,0.05,0.47,0.02,0.07,0.0,0.23
3932,0.0,0.04,0.49,0.01,0.02,0.04,0.0
1656,0.0,0.04,0.48,0.03,0.03,0.13,0.09
3278,0.0,0.03,0.47,0.01,0.03,0.04,0.1
3180,0.0,0.04,0.48,0.03,0.02,0.0,0.0
4123,0.0,0.04,0.48,0.03,0.03,0.13,0.14
4289,0.0,0.03,0.48,0.01,0.02,0.09,0.15
4340,0.0,0.03,0.47,0.01,0.06,0.0,0.5
6319,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5118,0.0,0.04,0.48,0.04,0.04,0.04,0.19
2987,0.0,0.04,0.48,0.02,0.04,0.09,0.1
1519,0.0,0.09,0.49,0.07,0.13,0.0,0.34
3277,0.0,0.04,0.38,0.01,0.01,0.0,0.0
818,0.0,0.04,0.49,0.1,0.04,0.13,0.39
205,0.0,0.06,0.49,0.1,0.04,0.22,0.51
3411,0.0,0.03,0.48,0.01,0.03,0.0,0.09
1582,0.0,0.05,0.47,0.05,0.04,0.13,0.44
3383,0.0,0.03,0.47,0.04,0.02,0.0,0.0
1256,0.0,0.05,0.49,0.03,0.06,0.04,0.02
275,0.0,0.04,0.48,0.05,0.03,0.04,0.37
4652,0.0,0.05,0.48,0.05,0.05,0.04,0.4
490,0.0,0.04,0.48,0.04,0.03,0.0,0.12
5175,0.0,0.03,0.48,0.01,0.05,0.04,0.3
5189,0.0,0.03,0.48,0.03,0.04,0.09,0.1
1774,0.0,0.07,0.49,0.07,0.06,0.04,0.7
2122,0.0,0.05,0.48,0.03,0.03,0.04,0.35
3451,0.0,0.1,0.49,0.12,0.08,0.13,0.79
4267,0.0,0.05,0.48,0.03,0.05,0.0,0.6
843,1.0,0.06,0.49,0.12,0.04,0.09,0.01
5942,0.0,0.03,0.47,0.01,0.06,0.0,0.5
2580,0.0,0.04,0.48,0.03,0.03,0.0,0.05
4010,0.0,0.03,0.48,0.01,0.04,0.09,0.0
5253,0.0,0.03,0.37,0.01,0.03,0.0,0.0
5631,0.0,0.03,0.47,0.01,0.04,0.0,0.0
6220,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1682,0.0,0.05,0.48,0.04,0.05,0.04,0.29
5104,0.0,0.04,0.47,0.01,0.02,0.0,0.0
3814,0.0,0.06,0.49,0.06,0.04,0.0,0.08
3545,0.0,0.03,0.48,0.03,0.03,0.0,0.0
4645,0.0,0.04,0.48,0.08,0.05,0.0,0.25
3668,0.0,0.06,0.49,0.05,0.07,0.04,0.62
3162,1.0,0.12,0.49,0.08,0.09,0.09,0.81
2142,0.0,0.06,0.48,0.08,0.05,0.0,0.34
1763,1.0,0.04,0.48,0.07,0.02,0.0,0.03
4060,0.0,0.04,0.48,0.03,0.04,0.0,0.12
903,1.0,0.14,0.49,0.29,0.1,0.13,0.77
5728,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1960,1.0,0.05,0.49,0.03,0.06,0.0,0.05
1605,0.0,0.14,0.49,0.21,0.09,0.35,0.82
1741,0.0,0.04,0.49,0.05,0.04,0.04,0.1
5469,0.0,0.03,0.48,0.01,0.06,0.0,0.53
5998,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1577,0.0,0.05,0.48,0.06,0.04,0.04,0.39
6107,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4171,0.0,0.03,0.48,0.03,0.04,0.04,0.04
3921,0.0,0.04,0.48,0.02,0.04,0.04,0.13
2937,0.0,0.04,0.48,0.03,0.06,0.04,0.06
2036,0.0,0.04,0.48,0.02,0.06,0.0,0.32
581,0.0,0.03,0.48,0.03,0.02,0.04,0.06
1314,0.0,0.04,0.48,0.02,0.03,0.04,0.25
2566,0.0,0.05,0.48,0.03,0.03,0.0,0.41
1956,0.0,0.04,0.48,0.02,0.04,0.04,0.07
3891,0.0,0.03,0.48,0.03,0.02,0.0,0.04
3234,1.0,0.12,0.49,0.08,0.09,0.09,0.81
2706,1.0,0.05,0.48,0.06,0.08,0.0,0.05
2267,0.0,0.06,0.48,0.02,0.08,0.0,0.54
4605,0.0,0.05,0.49,0.05,0.04,0.09,0.09
1130,0.0,0.03,0.29,0.02,0.0,0.0,0.0
2906,0.0,0.06,0.48,0.03,0.06,0.04,0.62
395,0.0,0.1,0.49,0.11,0.08,0.22,0.77
2638,0.0,0.06,0.49,0.05,0.06,0.09,0.66
4061,0.0,0.04,0.48,0.05,0.05,0.04,0.08
5778,0.0,0.03,0.47,0.01,0.06,0.0,0.5
2264,0.0,0.11,0.49,0.09,0.11,0.13,0.72
3139,0.0,0.04,0.48,0.03,0.01,0.0,0.0
2509,0.0,0.06,0.49,0.05,0.08,0.09,0.51
4555,0.0,0.04,0.48,0.07,0.04,0.0,0.01
4412,0.0,0.05,0.48,0.06,0.04,0.0,0.54
4406,0.0,0.04,0.48,0.04,0.03,0.04,0.42
442,0.0,0.07,0.49,0.12,0.06,0.09,0.72
6124,0.0,0.04,0.47,0.01,0.05,0.0,0.48
5686,0.0,0.03,0.47,0.01,0.05,0.04,0.19
2490,0.0,0.05,0.48,0.06,0.05,0.04,0.58
640,0.0,0.09,0.49,0.21,0.09,0.22,0.7
64,0.0,0.04,0.38,0.02,0.07,0.09,0.03
2182,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1812,0.0,0.03,0.47,0.01,0.05,0.04,0.12
3405,0.0,0.03,0.48,0.03,0.03,0.0,0.23
4208,0.0,0.04,0.47,0.06,0.04,0.0,0.05
1664,0.0,0.07,0.49,0.07,0.06,0.04,0.68
4856,0.0,0.06,0.48,0.02,0.03,0.04,0.01
863,0.0,0.04,0.47,0.04,0.03,0.09,0.0
4833,0.0,0.04,0.48,0.05,0.03,0.04,0.07
37,0.0,0.04,0.38,0.02,0.07,0.04,0.01
6152,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1422,0.0,0.04,0.48,0.02,0.03,0.04,0.0
159,0.0,0.1,0.48,0.05,0.09,0.04,0.47
4822,0.0,0.03,0.38,0.01,0.01,0.04,0.0
6048,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5233,0.0,0.03,0.48,0.04,0.04,0.0,0.02
2733,0.0,0.04,0.48,0.03,0.05,0.09,0.5
393,1.0,0.06,0.49,0.08,0.04,0.17,0.43
5100,0.0,0.09,0.49,0.04,0.08,0.09,0.71
4156,1.0,0.05,0.48,0.02,0.05,0.04,0.16
5636,0.0,0.03,0.37,0.01,0.04,0.0,0.0
6069,0.0,0.03,0.47,0.01,0.06,0.0,0.51
504,0.0,0.04,0.48,0.06,0.03,0.04,0.06
2207,0.0,0.05,0.48,0.07,0.07,0.04,0.28
6227,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1402,0.0,0.05,0.48,0.03,0.06,0.04,0.34
3892,0.0,0.04,0.48,0.02,0.03,0.13,0.0
5029,0.0,0.03,0.48,0.01,0.02,0.04,0.0
373,0.0,0.03,0.47,0.01,0.06,0.0,0.51
2955,0.0,0.04,0.48,0.03,0.05,0.09,0.35
1854,0.0,0.04,0.47,0.02,0.03,0.0,0.12
657,0.0,0.04,0.48,0.05,0.04,0.09,0.03
2597,0.0,0.07,0.48,0.02,0.07,0.09,0.69
5363,0.0,0.05,0.38,0.01,0.02,0.04,0.0
2796,0.0,0.08,0.48,0.03,0.06,0.04,0.69
1450,0.0,0.05,0.48,0.07,0.07,0.0,0.24
6210,0.0,0.03,0.47,0.01,0.06,0.0,0.5
2655,0.0,0.11,0.49,0.11,0.11,0.09,0.69
4220,0.0,0.07,0.49,0.09,0.07,0.04,0.63
5229,0.0,0.03,0.48,0.02,0.03,0.0,0.0
2184,0.0,0.05,0.48,0.03,0.03,0.0,0.4
5987,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1523,0.0,0.04,0.48,0.02,0.03,0.0,0.3
6335,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3666,0.0,0.03,0.48,0.01,0.04,0.04,0.1
1805,0.0,0.06,0.48,0.08,0.05,0.13,0.58
984,0.0,0.07,0.49,0.09,0.04,0.17,0.58
3071,0.0,0.04,0.47,0.02,0.02,0.0,0.07
5716,0.0,0.03,0.48,0.01,0.06,0.0,0.44
4776,1.0,0.08,0.49,0.08,0.06,0.04,0.34
4386,0.0,0.04,0.48,0.04,0.06,0.0,0.41
2378,0.0,0.06,0.48,0.04,0.07,0.04,0.62
1881,0.0,0.1,0.49,0.05,0.11,0.09,0.72
85,0.0,0.05,0.48,0.03,0.09,0.04,0.06
3181,0.0,0.04,0.48,0.11,0.06,0.04,0.18
1579,0.0,0.04,0.48,0.03,0.04,0.0,0.13
656,0.0,0.05,0.48,0.09,0.05,0.04,0.24
6155,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1307,0.0,0.04,0.48,0.01,0.02,0.0,0.0
2544,0.0,0.04,0.48,0.04,0.03,0.13,0.19
2439,0.0,0.05,0.48,0.02,0.03,0.13,0.0
5916,0.0,0.03,0.47,0.01,0.06,0.0,0.51
273,0.0,0.04,0.48,0.07,0.04,0.0,0.28
2089,0.0,0.04,0.48,0.02,0.03,0.0,0.23
3554,0.0,0.04,0.49,0.08,0.04,0.0,0.0
1712,0.0,0.05,0.48,0.05,0.04,0.04,0.48
2201,0.0,0.1,0.49,0.14,0.06,0.17,0.77
4221,0.0,0.07,0.49,0.18,0.07,0.13,0.62
2117,0.0,0.04,0.48,0.02,0.06,0.04,0.24
2384,0.0,0.03,0.47,0.01,0.02,0.0,0.01
3141,0.0,0.05,0.49,0.13,0.05,0.0,0.35
648,0.0,0.05,0.48,0.07,0.04,0.09,0.54
2416,0.0,0.04,0.48,0.02,0.03,0.0,0.28
1135,0.0,0.03,0.38,0.02,0.03,0.0,0.01
115,0.0,0.08,0.48,0.03,0.1,0.0,0.38
634,0.0,0.04,0.48,0.04,0.03,0.09,0.06
5024,0.0,0.03,0.48,0.03,0.04,0.04,0.5
920,0.0,0.05,0.48,0.05,0.04,0.0,0.13
3951,0.0,0.04,0.48,0.05,0.04,0.04,0.0
4883,0.0,0.04,0.38,0.02,0.02,0.09,0.0
3313,0.0,0.13,0.49,0.12,0.09,0.17,0.8
188,0.0,0.04,0.48,0.02,0.04,0.0,0.06
2739,0.0,0.1,0.49,0.05,0.11,0.13,0.92
410,0.0,0.03,0.39,0.03,0.01,0.0,0.0
5094,0.0,0.03,0.48,0.01,0.02,0.0,0.0
6106,0.0,0.03,0.47,0.01,0.06,0.0,0.53
5404,1.0,0.03,0.48,0.02,0.05,0.0,0.03
4389,0.0,0.04,0.48,0.06,0.04,0.04,0.14
563,1.0,0.05,0.49,0.13,0.04,0.0,0.51
1512,0.0,0.08,0.49,0.11,0.1,0.09,0.62
2282,0.0,0.04,0.39,0.02,0.02,0.0,0.0
1226,0.0,0.04,0.37,0.03,0.02,0.04,0.0
3787,0.0,0.03,0.47,0.03,0.04,0.0,0.0
1992,0.0,0.07,0.49,0.16,0.06,0.04,0.69
1060,0.0,0.07,0.48,0.02,0.06,0.04,0.19
6023,0.0,0.03,0.47,0.01,0.06,0.0,0.51
236,0.0,0.08,0.49,0.12,0.06,0.09,0.66
5417,0.0,0.03,0.48,0.02,0.05,0.04,0.52
4074,0.0,0.04,0.48,0.06,0.05,0.09,0.33
4612,0.0,0.06,0.5,0.03,0.03,0.04,0.0
285,0.0,0.04,0.4,0.05,0.04,0.04,0.0
4670,0.0,0.06,0.49,0.08,0.07,0.17,0.58
3310,0.0,0.03,0.48,0.02,0.03,0.0,0.03
3557,1.0,0.04,0.48,0.01,0.03,0.13,0.0
2071,0.0,0.03,0.48,0.02,0.02,0.0,0.01
4056,0.0,0.03,0.47,0.02,0.02,0.0,0.0
249,0.0,0.04,0.48,0.03,0.03,0.0,0.15
2801,0.0,0.07,0.49,0.08,0.08,0.04,0.69
5201,0.0,0.04,0.48,0.01,0.05,0.04,0.04
1428,0.0,0.03,0.47,0.01,0.02,0.0,0.0
6065,0.0,0.03,0.47,0.01,0.06,0.0,0.5
819,0.0,0.04,0.48,0.02,0.04,0.0,0.21
809,0.0,0.04,0.48,0.02,0.03,0.0,0.32
1373,0.0,0.06,0.48,0.04,0.06,0.04,0.31
5707,0.0,0.03,0.47,0.01,0.06,0.0,0.51
5411,0.0,0.02,0.48,0.01,0.06,0.0,0.51
141,0.0,0.09,0.48,0.12,0.13,0.09,0.44
5701,0.0,0.03,0.47,0.02,0.05,0.0,0.17
5333,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5859,0.0,0.03,0.48,0.01,0.06,0.0,0.55
47,0.0,0.1,0.39,0.08,0.09,0.0,0.25
4440,0.0,0.03,0.48,0.01,0.03,0.0,0.13
856,0.0,0.03,0.48,0.03,0.02,0.0,0.0
3537,0.0,0.04,0.47,0.02,0.03,0.04,0.32
3827,0.0,0.04,0.47,0.03,0.02,0.04,0.1
5943,0.0,0.03,0.47,0.01,0.06,0.0,0.51
2658,0.0,0.05,0.48,0.04,0.05,0.0,0.55
427,0.0,0.04,0.48,0.04,0.02,0.0,0.0
101,0.0,0.03,0.47,0.01,0.03,0.0,0.0
4529,0.0,0.04,0.48,0.06,0.04,0.0,0.11
3697,0.0,0.04,0.48,0.02,0.04,0.09,0.54
1940,0.0,0.03,0.47,0.02,0.03,0.0,0.01
2299,0.0,0.05,0.48,0.03,0.05,0.0,0.38
3504,0.0,0.04,0.48,0.04,0.03,0.09,0.0
4842,0.0,0.12,0.49,0.09,0.08,0.09,0.77
1627,0.0,0.03,0.47,0.03,0.02,0.0,0.03
46,0.0,0.11,0.39,0.09,0.12,0.04,0.31
2777,0.0,0.04,0.47,0.01,0.02,0.0,0.0
4919,0.0,0.05,0.48,0.03,0.04,0.04,0.52
4871,0.0,0.04,0.48,0.01,0.04,0.04,0.45
1089,0.0,0.05,0.48,0.02,0.08,0.04,0.16
103,0.0,0.17,0.49,0.25,0.12,0.26,0.8
173,0.0,0.1,0.49,0.05,0.11,0.04,0.56
3247,0.0,0.03,0.48,0.02,0.02,0.0,0.0
4474,0.0,0.05,0.49,0.08,0.07,0.09,0.01
1552,0.0,0.06,0.48,0.09,0.05,0.09,0.6
4867,0.0,0.03,0.48,0.03,0.02,0.0,0.0
2405,0.0,0.04,0.47,0.04,0.02,0.04,0.12
2507,0.0,0.05,0.48,0.02,0.04,0.09,0.01
5661,0.0,0.03,0.38,0.01,0.03,0.0,0.0
2745,0.0,0.04,0.38,0.02,0.04,0.09,0.01
919,0.0,0.03,0.47,0.01,0.06,0.0,0.51
