index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
1162,0.0,0.02,0.45,0.08,0.03,0.12,0.02
2476,0.0,0.03,0.46,0.02,0.06,0.12,0.02
2747,1.0,0.99,0.5,0.74,0.21,0.65,0.58
4267,0.0,0.02,0.46,0.02,0.03,0.0,0.0
1365,0.0,0.02,0.46,0.02,0.11,0.0,0.05
249,0.0,0.02,0.46,0.02,0.05,0.0,0.01
3898,0.0,0.06,0.48,0.06,0.09,0.06,0.02
4832,1.0,0.99,0.51,0.27,0.47,0.53,0.81
2448,0.0,0.13,0.48,0.37,0.29,0.12,0.27
4182,0.0,0.01,0.45,0.05,0.01,0.12,0.0
3709,0.0,0.02,0.46,0.23,0.1,0.0,0.07
2266,0.0,0.02,0.45,0.01,0.05,0.12,0.0
1036,0.0,0.02,0.46,0.4,0.06,0.12,0.0
1481,0.0,0.05,0.45,0.04,0.05,0.12,0.0
2108,0.0,0.01,0.46,0.03,0.03,0.0,0.02
1445,0.0,0.06,0.47,0.03,0.04,0.12,0.02
211,0.0,0.07,0.49,0.04,0.32,0.0,0.98
2096,0.0,0.24,0.46,0.02,0.02,0.12,0.0
2523,0.0,0.01,0.45,0.37,0.06,0.12,0.03
1033,0.0,0.01,0.46,0.35,0.13,0.0,0.05
1689,0.0,0.01,0.45,0.02,0.01,0.0,0.0
2604,0.0,0.09,0.46,0.08,0.24,0.24,0.1
2333,0.0,0.04,0.45,0.07,0.05,0.0,0.02
94,0.0,0.01,0.45,0.11,0.11,0.24,0.04
4056,0.0,0.16,0.48,0.13,0.25,0.18,0.18
3899,0.0,0.12,0.48,0.07,0.17,0.0,0.04
3604,1.0,0.44,0.47,0.23,0.22,0.47,0.19
688,0.0,0.13,0.55,0.21,0.38,0.35,0.8
4498,0.0,0.05,0.48,0.03,0.1,0.0,0.88
2909,0.0,0.01,0.46,0.12,0.06,0.0,0.01
4959,1.0,0.68,0.53,0.55,0.82,0.47,1.0
2370,0.0,0.17,0.49,0.16,0.26,0.12,0.18
1872,0.0,0.17,0.48,0.04,0.34,0.12,0.91
3683,0.0,0.02,0.46,0.02,0.03,0.0,0.02
531,0.0,0.01,0.46,0.1,0.11,0.06,0.03
149,0.0,0.08,0.47,0.04,0.23,0.06,0.01
373,0.0,0.01,0.47,0.09,0.15,0.06,0.06
4064,0.0,0.02,0.48,0.03,0.04,0.12,0.61
2416,0.0,0.06,0.46,0.06,0.14,0.12,0.06
224,0.0,0.07,0.47,0.16,0.04,0.18,0.14
872,0.0,0.01,0.45,0.03,0.07,0.06,0.0
1385,0.0,0.01,0.46,0.07,0.01,0.12,0.07
2009,0.0,0.06,0.46,0.09,0.02,0.0,0.02
1259,0.0,0.01,0.45,0.02,0.03,0.0,0.0
4720,0.0,0.02,0.46,0.09,0.03,0.06,0.01
3781,0.0,0.02,0.46,0.08,0.2,0.12,0.13
1728,0.0,0.6,0.48,0.08,0.09,0.18,0.02
1407,1.0,0.76,0.5,0.22,0.2,0.53,0.7
4289,0.0,0.01,0.45,0.01,0.02,0.06,0.02
2860,0.0,0.01,0.46,0.02,0.15,0.0,0.06
1788,0.0,0.06,0.45,0.03,0.03,0.06,0.0
2719,0.0,0.01,0.45,0.04,0.02,0.0,0.0
3691,0.0,0.04,0.47,0.05,0.07,0.0,0.06
3976,0.0,0.02,0.45,0.04,0.06,0.0,0.0
3190,1.0,0.43,0.5,0.38,0.6,0.53,0.94
3756,0.0,0.06,0.46,0.47,0.09,0.06,0.1
4733,0.0,0.01,0.46,0.15,0.06,0.0,0.07
435,0.0,0.01,0.45,0.0,0.03,0.06,0.0
204,0.0,0.01,0.46,0.02,0.08,0.06,0.04
461,0.0,0.02,0.46,0.16,0.16,0.0,0.1
2959,0.0,0.05,0.47,0.53,0.13,0.0,0.12
3812,0.0,0.07,0.49,0.02,0.27,0.06,0.69
1083,0.0,0.11,0.48,0.04,0.73,0.0,0.99
65,0.0,0.04,0.45,0.09,0.02,0.0,0.0
3361,0.0,0.06,0.47,0.01,0.06,0.06,0.67
1419,0.0,0.06,0.46,0.02,0.01,0.0,0.01
4612,0.0,0.02,0.45,0.15,0.02,0.06,0.0
2915,0.0,0.13,0.5,0.11,0.54,0.29,0.56
4650,1.0,0.95,0.49,0.53,0.14,0.18,0.24
4323,0.0,0.03,0.45,0.02,0.05,0.06,0.02
4088,0.0,0.06,0.46,0.03,0.04,0.06,0.04
3420,0.0,0.02,0.47,0.06,0.1,0.0,0.05
4308,0.0,0.07,0.46,0.05,0.07,0.18,0.01
2089,0.0,0.01,0.47,0.01,0.08,0.06,0.07
240,0.0,0.02,0.45,0.08,0.04,0.0,0.04
4781,0.0,0.05,0.46,0.07,0.05,0.06,0.05
2775,0.0,0.01,0.46,0.02,0.02,0.0,0.01
242,0.0,0.34,0.49,0.48,0.17,0.12,0.19
1405,1.0,0.75,0.49,0.27,0.09,0.12,0.07
4460,0.0,0.01,0.46,0.03,0.11,0.0,0.04
2675,0.0,0.03,0.45,0.02,0.03,0.06,0.02
3721,0.0,0.02,0.46,0.02,0.16,0.0,0.07
1081,0.0,0.19,0.5,0.4,0.1,0.35,0.23
1134,0.0,0.02,0.46,0.01,0.09,0.0,0.04
540,0.0,0.02,0.45,0.03,0.01,0.0,0.0
352,0.0,0.02,0.45,0.03,0.02,0.06,0.01
4827,0.0,0.01,0.45,0.14,0.04,0.0,0.0
4785,0.0,0.02,0.45,0.02,0.06,0.06,0.02
1285,0.0,0.07,0.48,0.09,0.33,0.06,0.01
833,0.0,0.02,0.45,0.05,0.06,0.06,0.06
3396,0.0,0.12,0.49,0.14,0.08,0.06,0.32
2691,0.0,0.03,0.46,0.04,0.12,0.06,0.04
1536,0.0,0.01,0.46,0.07,0.01,0.12,0.06
2310,0.0,0.09,0.47,0.3,0.24,0.0,0.06
3266,0.0,0.06,0.46,0.1,0.11,0.06,0.01
3796,0.0,0.01,0.45,0.04,0.05,0.12,0.01
4850,0.0,0.01,0.46,0.01,0.07,0.0,0.02
4652,0.0,0.03,0.46,0.04,0.02,0.0,0.03
469,0.0,0.12,0.46,0.06,0.08,0.24,0.0
804,0.0,0.19,0.48,0.24,0.12,0.41,0.27
3601,1.0,0.02,0.45,0.08,0.03,0.0,0.01
420,0.0,0.05,0.46,0.06,0.05,0.06,0.01
1014,0.0,0.07,0.46,0.05,0.02,0.06,0.02
1176,0.0,0.07,0.5,0.04,0.3,0.12,0.23
3136,0.0,0.04,0.46,0.23,0.01,0.06,0.0
4447,0.0,0.28,0.51,0.25,0.54,0.29,0.76
551,0.0,0.03,0.47,0.06,0.2,0.12,0.1
4250,0.0,0.04,0.45,0.22,0.07,0.29,0.0
4133,0.0,0.02,0.47,0.04,0.03,0.06,0.05
4174,0.0,0.2,0.48,0.25,0.42,0.18,0.4
530,0.0,0.01,0.45,0.01,0.04,0.0,0.0
3414,0.0,0.01,0.46,0.03,0.02,0.0,0.02
507,1.0,0.08,0.47,0.46,0.3,0.24,0.2
1414,0.0,0.01,0.46,0.03,0.07,0.0,0.03
3100,0.0,0.03,0.47,0.09,0.07,0.12,0.06
3260,0.0,0.13,0.48,0.43,0.15,0.06,0.13
4151,0.0,0.06,0.46,0.11,0.09,0.06,0.04
1166,0.0,0.02,0.46,0.38,0.09,0.06,0.06
4585,0.0,0.02,0.47,0.28,0.12,0.06,0.02
4008,0.0,0.01,0.46,0.05,0.16,0.06,0.07
4965,0.0,0.02,0.46,0.08,0.07,0.0,0.03
2739,0.0,0.01,0.45,0.03,0.0,0.06,0.0
154,0.0,0.32,0.51,0.25,0.72,0.24,0.94
4830,0.0,0.03,0.46,0.02,0.11,0.12,0.05
2183,0.0,0.02,0.47,0.34,0.21,0.18,0.14
1973,0.0,0.1,0.52,0.17,0.42,0.24,0.82
1393,0.0,0.13,0.47,0.41,0.08,0.24,0.17
1883,0.0,0.06,0.45,0.06,0.01,0.12,0.0
3769,1.0,0.02,0.49,0.01,0.22,0.0,0.96
3857,0.0,0.01,0.46,0.16,0.05,0.0,0.01
2034,0.0,0.05,0.47,0.08,0.13,0.24,0.08
495,0.0,0.03,0.48,0.1,0.35,0.0,0.93
4179,0.0,0.02,0.45,0.01,0.09,0.06,0.03
1448,0.0,0.08,0.5,0.17,0.38,0.18,0.43
983,0.0,0.02,0.46,0.03,0.12,0.18,0.07
2343,1.0,1.0,0.5,0.08,0.42,0.12,0.95
944,1.0,0.41,0.48,0.08,0.09,0.18,0.01
775,0.0,0.02,0.46,0.04,0.07,0.12,0.03
2753,0.0,0.04,0.47,0.35,0.02,0.0,0.56
3156,0.0,0.02,0.47,0.4,0.1,0.12,0.08
1297,0.0,0.02,0.45,0.05,0.08,0.06,0.0
4034,0.0,0.06,0.47,0.23,0.4,0.12,0.27
809,0.0,0.02,0.45,0.02,0.02,0.18,0.0
3463,0.0,0.02,0.46,0.13,0.21,0.0,0.09
3013,0.0,0.01,0.46,0.01,0.1,0.06,0.03
4229,1.0,0.78,0.49,0.08,0.33,0.18,0.96
2647,1.0,0.93,0.51,0.94,0.32,0.71,0.86
566,0.0,0.04,0.46,0.02,0.05,0.0,0.0
3786,0.0,0.03,0.47,0.07,0.03,0.12,0.05
1505,0.0,0.02,0.47,0.17,0.13,0.06,0.09
1331,0.0,0.01,0.46,0.08,0.27,0.12,0.13
1267,0.0,0.01,0.46,0.02,0.05,0.0,0.02
2584,0.0,0.05,0.46,0.12,0.25,0.06,0.16
4405,0.0,0.36,0.49,0.02,0.31,0.0,0.23
1785,0.0,0.01,0.45,0.01,0.02,0.0,0.0
1559,0.0,0.05,0.47,0.15,0.17,0.12,0.1
3964,0.0,0.02,0.47,0.14,0.09,0.06,0.04
3263,0.0,0.02,0.47,0.24,0.06,0.06,0.02
3849,0.0,0.02,0.45,0.0,0.08,0.0,0.02
1929,0.0,0.03,0.46,0.02,0.05,0.06,0.04
2004,0.0,0.1,0.5,0.34,0.48,0.24,0.43
2472,1.0,0.02,0.45,0.04,0.04,0.06,0.02
3202,0.0,0.01,0.47,0.19,0.2,0.18,0.1
4298,0.0,0.05,0.46,0.11,0.08,0.0,0.0
283,0.0,0.08,0.47,0.09,0.08,0.0,0.01
1361,0.0,0.09,0.47,0.15,0.19,0.06,0.13
2421,1.0,0.51,0.49,0.18,0.25,0.12,0.2
3138,0.0,0.02,0.46,0.32,0.08,0.18,0.03
3841,1.0,0.03,0.46,0.02,0.07,0.06,0.06
3006,0.0,0.02,0.45,0.04,0.04,0.0,0.02
2871,0.0,0.02,0.46,0.05,0.22,0.12,0.1
4715,0.0,0.05,0.46,0.05,0.2,0.06,0.01
724,0.0,0.01,0.46,0.05,0.06,0.12,0.0
4688,0.0,0.02,0.45,0.14,0.05,0.0,0.01
4493,0.0,0.01,0.45,0.39,0.06,0.06,0.0
2576,0.0,0.01,0.45,0.01,0.06,0.0,0.0
848,0.0,0.03,0.47,0.3,0.06,0.06,0.11
4741,0.0,0.02,0.46,0.01,0.08,0.0,0.06
764,0.0,0.01,0.45,0.01,0.02,0.06,0.0
2091,0.0,0.02,0.46,0.04,0.1,0.0,0.03
1153,0.0,0.02,0.45,0.05,0.01,0.06,0.01
2964,1.0,0.59,0.48,0.53,0.42,0.18,0.58
868,0.0,0.02,0.45,0.01,0.02,0.0,0.02
275,0.0,0.02,0.45,0.1,0.24,0.06,0.14
1916,0.0,0.01,0.46,0.01,0.06,0.0,0.02
2816,1.0,0.36,0.48,0.55,0.29,0.29,0.46
4294,1.0,0.01,0.46,0.01,0.22,0.0,0.09
4641,0.0,0.02,0.46,0.04,0.03,0.0,0.02
209,0.0,0.12,0.47,0.23,0.44,0.24,0.37
4736,0.0,0.01,0.46,0.09,0.22,0.0,0.17
3478,0.0,0.15,0.47,0.06,0.19,0.18,0.19
875,0.0,0.05,0.45,0.02,0.01,0.0,0.0
3240,0.0,0.02,0.47,0.02,0.1,0.12,0.05
2286,0.0,0.07,0.45,0.01,0.02,0.06,0.0
4407,0.0,0.02,0.45,0.09,0.05,0.0,0.02
4618,0.0,0.08,0.46,0.04,0.05,0.06,0.05
4896,0.0,0.01,0.46,0.09,0.02,0.0,0.0
1773,0.0,0.02,0.47,0.01,0.34,0.12,0.45
1878,1.0,0.96,0.51,0.79,0.36,0.76,0.82
3144,1.0,0.89,0.5,0.56,0.26,0.47,0.47
2695,0.0,0.02,0.45,0.03,0.06,0.0,0.02
4527,0.0,0.43,0.48,0.44,0.31,0.41,0.31
121,0.0,0.01,0.44,0.0,0.01,0.06,0.0
1216,0.0,0.06,0.45,0.19,0.05,0.06,0.02
1873,0.0,0.06,0.47,0.09,0.05,0.06,0.01
327,0.0,0.02,0.46,0.07,0.07,0.0,0.01
2051,0.0,0.74,0.52,0.42,0.58,0.29,0.99
4107,0.0,0.01,0.46,0.54,0.11,0.18,0.06
2143,0.0,0.01,0.46,0.23,0.09,0.06,0.03
3875,0.0,0.04,0.49,0.03,0.32,0.0,0.94
1293,0.0,0.03,0.46,0.17,0.1,0.0,0.07
1849,1.0,0.58,0.51,0.23,0.47,0.24,0.76
2154,0.0,0.1,0.49,0.05,0.71,0.12,0.99
1291,0.0,0.01,0.46,0.03,0.03,0.0,0.0
4242,0.0,0.07,0.46,0.01,0.05,0.06,0.04
1703,0.0,0.06,0.46,0.11,0.05,0.12,0.0
4840,0.0,0.03,0.46,0.03,0.08,0.18,0.03
4739,0.0,0.01,0.45,0.06,0.07,0.12,0.03
1380,0.0,0.01,0.46,0.04,0.03,0.0,0.02
4301,0.0,0.05,0.46,0.32,0.16,0.18,0.05
222,0.0,0.03,0.47,0.1,0.05,0.0,0.03
2762,0.0,0.01,0.46,0.42,0.03,0.18,0.15
4953,1.0,0.91,0.49,0.31,0.08,0.18,0.12
2761,0.0,0.02,0.46,0.1,0.06,0.12,0.03
3724,0.0,0.01,0.46,0.02,0.03,0.06,0.05
3439,1.0,0.16,0.47,0.49,0.2,0.65,0.2
2479,1.0,0.65,0.49,0.54,0.51,0.06,0.85
2132,0.0,0.06,0.46,0.39,0.07,0.24,0.05
535,0.0,0.13,0.48,0.06,0.06,0.06,0.49
634,0.0,0.02,0.46,0.06,0.18,0.12,0.07
2077,0.0,0.09,0.47,0.24,0.13,0.12,0.24
91,1.0,0.02,0.46,0.02,0.05,0.06,0.04
2126,0.0,0.13,0.48,0.51,0.16,0.24,0.16
3740,0.0,0.01,0.47,0.08,0.15,0.0,0.0
4701,0.0,0.03,0.47,0.37,0.21,0.0,0.13
3864,0.0,0.16,0.49,0.14,0.17,0.06,0.44
2468,1.0,0.62,0.49,0.03,0.24,0.0,0.28
1583,0.0,0.01,0.46,0.03,0.04,0.06,0.02
797,1.0,0.93,0.49,0.06,0.33,0.24,0.95
4818,0.0,0.05,0.45,0.03,0.05,0.06,0.01
3366,0.0,0.03,0.47,0.11,0.24,0.0,0.14
1931,0.0,0.16,0.5,0.06,0.44,0.18,0.98
2129,0.0,0.14,0.45,0.02,0.04,0.12,0.0
2307,0.0,0.16,0.49,0.1,0.23,0.0,0.08
198,1.0,0.43,0.56,0.19,0.87,0.41,1.0
4330,1.0,0.58,0.5,0.14,0.12,0.53,0.64
4793,0.0,0.01,0.47,0.01,0.1,0.12,0.13
3335,0.0,0.11,0.5,0.45,0.22,0.29,0.28
2379,0.0,0.03,0.46,0.06,0.14,0.0,0.06
1541,0.0,0.01,0.46,0.05,0.14,0.18,0.01
3233,0.0,0.1,0.45,0.02,0.01,0.0,0.01
673,0.0,0.02,0.46,0.3,0.16,0.12,0.11
4794,0.0,0.03,0.48,0.03,0.51,0.0,0.96
2043,0.0,0.02,0.46,0.18,0.06,0.24,0.03
4783,0.0,0.04,0.46,0.13,0.13,0.06,0.09
2519,0.0,0.02,0.46,0.07,0.04,0.06,0.02
299,0.0,0.02,0.46,0.02,0.07,0.12,0.03
2526,1.0,0.68,0.49,0.07,0.08,0.12,0.89
2840,0.0,0.01,0.45,0.02,0.01,0.18,0.0
1288,0.0,0.05,0.47,0.06,0.08,0.0,0.06
2995,0.0,0.01,0.45,0.11,0.06,0.06,0.0
1637,0.0,0.06,0.48,0.54,0.24,0.12,0.14
3587,1.0,0.72,0.47,0.46,0.12,0.35,0.14
4929,0.0,0.02,0.46,0.06,0.05,0.06,0.03
3612,0.0,0.03,0.47,0.11,0.08,0.06,0.01
1698,0.0,0.02,0.46,0.04,0.05,0.12,0.04
1962,0.0,0.03,0.46,0.24,0.12,0.12,0.12
4134,0.0,0.14,0.46,0.03,0.01,0.12,0.01
3826,0.0,0.22,0.45,0.07,0.01,0.0,0.0
2666,1.0,0.58,0.51,0.17,0.72,0.12,1.0
4534,0.0,0.07,0.45,0.21,0.06,0.06,0.0
752,0.0,0.01,0.44,0.48,0.05,0.0,0.0
3728,0.0,0.08,0.46,0.05,0.0,0.18,0.0
3280,1.0,0.76,0.49,0.29,0.21,0.24,0.38
4713,0.0,0.05,0.47,0.08,0.07,0.0,0.03
2405,1.0,0.01,0.44,0.03,0.02,0.06,0.0
2220,0.0,0.01,0.46,0.02,0.16,0.0,0.09
170,0.0,0.13,0.47,0.24,0.16,0.06,0.12
3903,0.0,0.01,0.45,0.01,0.07,0.06,0.02
571,0.0,0.04,0.46,0.06,0.02,0.06,0.01
3424,0.0,0.01,0.47,0.02,0.07,0.0,0.08
4845,0.0,0.11,0.48,0.11,0.13,0.0,0.9
639,0.0,0.01,0.46,0.12,0.02,0.0,0.02
4418,0.0,0.04,0.46,0.06,0.02,0.0,0.03
4349,0.0,0.05,0.45,0.17,0.0,0.0,0.0
291,0.0,0.05,0.45,0.06,0.01,0.0,0.01
679,1.0,0.33,0.5,0.34,0.57,0.47,0.99
1742,0.0,0.04,0.46,0.04,0.02,0.06,0.21
1013,0.0,0.02,0.46,0.07,0.07,0.0,0.03
2288,0.0,0.02,0.45,0.01,0.03,0.06,0.02
4846,0.0,0.01,0.45,0.03,0.02,0.0,0.01
3610,0.0,0.02,0.47,0.1,0.07,0.0,0.08
1049,0.0,0.01,0.45,0.02,0.02,0.0,0.01
3326,0.0,0.02,0.47,0.06,0.06,0.06,0.09
4221,0.0,0.07,0.46,0.13,0.15,0.12,0.1
4683,0.0,0.03,0.45,0.37,0.1,0.18,0.03
2949,0.0,0.2,0.5,0.03,0.65,0.12,0.99
389,0.0,0.02,0.46,0.25,0.16,0.06,0.12
2652,0.0,0.04,0.46,0.02,0.03,0.0,0.03
3846,0.0,0.01,0.46,0.06,0.04,0.06,0.05
4565,0.0,0.1,0.47,0.69,0.19,0.12,0.15
4331,0.0,0.02,0.46,0.02,0.12,0.0,0.05
4271,0.0,0.09,0.47,0.27,0.27,0.0,0.02
2515,1.0,0.88,0.51,0.51,0.31,0.71,0.63
2144,0.0,0.03,0.46,0.28,0.04,0.0,0.03
3204,0.0,0.05,0.47,0.59,0.11,0.12,0.11
3047,0.0,0.06,0.45,0.08,0.08,0.06,0.02
1214,0.0,0.02,0.46,0.04,0.06,0.06,0.06
302,1.0,0.14,0.47,0.01,0.17,0.24,0.23
2555,0.0,0.05,0.46,0.03,0.15,0.0,0.06
2281,0.0,0.09,0.45,0.01,0.03,0.0,0.0
452,0.0,0.01,0.46,0.02,0.05,0.06,0.05
371,0.0,0.03,0.46,0.01,0.16,0.0,0.07
4388,0.0,0.01,0.45,0.03,0.03,0.0,0.01
2517,0.0,0.17,0.49,0.5,0.43,0.18,0.98
3852,1.0,0.43,0.48,0.73,0.19,0.41,0.35
2702,0.0,0.06,0.45,0.01,0.01,0.0,0.0
2681,1.0,0.04,0.46,0.06,0.03,0.06,0.04
1947,0.0,0.06,0.46,0.03,0.05,0.06,0.04
1648,0.0,0.02,0.46,0.02,0.05,0.12,0.04
